House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
12,Singh Burgs,Jasmine,Barker,47,Sibling,Single,Female,"Designer, furniture",None,Methodist
13,Singh Burgs,Lynn,Parkinson,66,Head,Widowed,Female,"Accountant, chartered",None,Christian
13,Singh Burgs,Donna,Parkinson,39,Daughter,Single,Female,"Designer, interior/spatial",None,Christian
13,Singh Burgs,Marilyn,Coates,35,Daughter,Divorced,Female,Archaeologist,None,Christian
13,Singh Burgs,Adam,Coates,33,Son,Divorced,Male,Proofreader,None,Christian
13,Singh Burgs,Ellie,Coates,30,Daughter,Single,Female,Advice worker,None,Christian
14,Singh Burgs,James,Lane,21,Head,Married,Male,University Student,None,None
14,Singh Burgs,Vanessa,Lane,21,Wife,Married,Female,University Student,None,None
14,Singh Burgs,Rita,Lane,4,Daughter,NA,Female,Child,None,NA
14,Singh Burgs,Naomi,Lane,1,Daughter,NA,Female,Child,None,NA
14,Singh Burgs,Rita,Lane,48,Lodger,Single,Female,"Engineer, communications",None,Christian
15,Singh Burgs,Catherine,Glover,35,Head,Divorced,Female,Midwife,None,None
15,Singh Burgs,Eleanor,Hancock,33,Lodger,Single,Female,Energy engineer,None,Christian
16,Singh Burgs,Hannah,Hayes,45,Head,Widowed,Female,"Psychologist, sport and exercise",None,None
17,Singh Burgs,Alice,Turner,41,Head,Single,Female,Chartered certified accountant,None,Christian
17,Singh Burgs,Brett,Thomas,47,Partner,Single,Male,Chief Executive Officer,None,Christian
17,Singh Burgs,Oliver,Turner,23,Son,Single,Male,Dancer,None,None
17,Singh Burgs,Leon,Turner,22,Son,Widowed,Male,University Student,None,Christian
17,Singh Burgs,Carole,Turner,15,Daughter,NA,Female,Student,None,NA
18,Singh Burgs,Donna,Rogers,57,Head,Single,Female,Optometrist,None,Catholic
18,Singh Burgs,Andrew,Stanley,59,Partner,Single,Male,"Administrator, charities/voluntary organisations",None,Catholic
18,Singh Burgs,Robert,Rogers,20,Son,Single,Male,University Student,Blind,Catholic
18,Singh Burgs,Eileen,Rogers,18,Daughter,Divorced,Female,Student,None,None
18,Singh Burgs,Patrick,Rogers,8,Son,NA,Male,Student,None,NA
1,CherryChestnut Drive,Katie,Smith,47,Head,Single,Female,"Editor, commissioning",None,Catholic
1,CherryChestnut Drive,Max,Goddard,54,Partner,Single,Male,Therapeutic radiographer,None,Catholic
1,CherryChestnut Drive,Shane,Smith,5,Son,NA,Male,Student,None,NA
2,CherryChestnut Drive,Molly,Roberts,35,Head,Married,Female,Holiday representative,None,Christian
2,CherryChestnut Drive,Graham,Roberts,35,Husband,Married,Male,Biomedical scientist,None,None
2,CherryChestnut Drive,Caroline,Roberts,8,Daughter,NA,Female,Student,None,NA
2,CherryChestnut Drive,Denise,Lee-Roberts,5,Daughter,NA,Female,Student,None,NA
3,CherryChestnut Drive,Jemma,Mason,25,Head,Divorced,Female,Theatre director,None,Muslim
3,CherryChestnut Drive,Hannah,Mason,0,Daughter,NA,Female,Child,None,NA
3,CherryChestnut Drive,Michelle,Holland,42,Lodger,Single,Female,"Sound technician, broadcasting/film/video",None,Catholic
4,CherryChestnut Drive,Rachel,Stephenson,35,Head,Married,Female,Trade union research officer,None,Methodist
4,CherryChestnut Drive,Christopher,Stephenson,36,Husband,Married,Male,"Civil engineer, contracting",None,Methodist
4,CherryChestnut Drive,Lindsey,Stephenson,17,Daughter,NA,Female,Student,None,NA
5,CherryChestnut Drive,Lesley,Matthews,38,Head,Single,Female,Chartered management accountant,None,Catholic
5,CherryChestnut Drive,Howard,Morris,24,None,Single,Male,"Civil engineer, consulting",None,Methodist
5,CherryChestnut Drive,Diane,Williams,20,None,Single,Female,University Student,None,Muslim
5,CherryChestnut Drive,Jenna,Noble,44,None,Single,Female,IT technical support officer,None,Christian
6,CherryChestnut Drive,Ashleigh,Hurst,45,Head,Married,Female,"Accountant, chartered public finance",None,Catholic
6,CherryChestnut Drive,Duncan,Hurst,47,Husband,Married,Male,Unemployed,None,Catholic
6,CherryChestnut Drive,Carly,Hurst,10,Daughter,NA,Female,Student,None,NA
7,CherryChestnut Drive,Lorraine,Hayward,43,Head,Married,Female,Conference centre manager,None,Methodist
7,CherryChestnut Drive,Marcus,Hayward,45,Husband,Married,Male,Glass blower/designer,None,None
7,CherryChestnut Drive,Sean,Hayward,21,Son,Single,Male,Museum/gallery curator,None,None
8,CherryChestnut Drive,Bernard,Coles,76,Head,Widowed,Male,Retired Field trials officer,None,Christian
9,CherryChestnut Drive,Abbie,Barrett,53,Head,Married,Female,"Doctor, hospital",None,Muslim
9,CherryChestnut Drive,Rhys,Barrett,58,Husband,Married,Male,Rural practice surveyor,None,None
9,CherryChestnut Drive,Hilary,Barrett,23,Daughter,Single,Female,Barrister,None,Muslim
9,CherryChestnut Drive,Ashleigh,Barrett,14,Daughter,NA,Female,Student,None,NA
10,CherryChestnut Drive,Stacey,Barker,43,Head,Single,Female,Video editor,None,Christian
10,CherryChestnut Drive,Kenneth,Hart,38,None,Single,Male,Dentist,None,Christian
10,CherryChestnut Drive,Jean,Martin,34,None,Single,Female,Clinical biochemist,None,None
11,CherryChestnut Drive,Sylvia,Dixon,58,Head,Single,Female,Naval architect,None,Christian
11,CherryChestnut Drive,Dylan,Dixon,27,Son,Single,Male,Jewellery designer,None,Christian
11,CherryChestnut Drive,Howard,Dixon,25,Son,Single,Male,Editorial assistant,None,Christian
12,CherryChestnut Drive,Emma,Walker,54,Head,Married,Female,Unemployed,None,Christian
12,CherryChestnut Drive,Garry,Walker,55,Husband,Married,Male,Location manager,None,Christian
12,CherryChestnut Drive,Eric,Walker,32,Son,Divorced,Male,Training and development officer,None,None
12,CherryChestnut Drive,Julian,Walker,3,Son,NA,Male,Child,None,NA
13,CherryChestnut Drive,Lauren,Coates,66,Head,Single,Female,Unemployed,None,Christian
13,CherryChestnut Drive,Robert,Coates,30,Son,Single,Male,Analytical chemist,None,Christian
13,CherryChestnut Drive,Iain,Coates,26,Son,Divorced,Male,"Horticulturist, commercial",None,None
13,CherryChestnut Drive,Philip,Coates,22,Son,Single,Male,University Student,None,Christian
14,CherryChestnut Drive,Chloe,Robertson,65,Head,Widowed,Female,"Engineer, electrical",None,None
14,CherryChestnut Drive,Rebecca,Cook,8,Granddaughter,NA,Female,Student,None,NA
14,CherryChestnut Drive,Abigail,Cook,6,Granddaughter,NA,Female,Student,None,NA
14,CherryChestnut Drive,Judith,Rose,5,Granddaughter,NA,Female,Student,None,NA
14,CherryChestnut Drive,Leah,Smith,2,Granddaughter,NA,Female,Child,None,NA
15,CherryChestnut Drive,Gail,Smith,62,Head,Married,Female,Financial manager,None,Christian
15,CherryChestnut Drive,Gordon,Smith,63,Husband,Married,Male,"Biochemist, clinical",None,Christian
15,CherryChestnut Drive,Toby,Smith,23,Son,Single,Male,Warehouse manager,None,Christian
15,CherryChestnut Drive,Graeme,Smith,8,Son,NA,Male,Student,None,NA
16,CherryChestnut Drive,Sophie,Cook,36,Head,Divorced,Female,Paediatric nurse,None,Christian
16,CherryChestnut Drive,Carl,Cook,17,Son,NA,Male,Student,None,NA
16,CherryChestnut Drive,Susan,Cook,16,Daughter,NA,Female,Student,None,NA
16,CherryChestnut Drive,Ricky,Cook,12,Son,NA,Male,Student,None,NA
16,CherryChestnut Drive,Victor,Cook,12,Son,NA,Male,Student,None,NA
17,CherryChestnut Drive,Fiona,Hamilton,63,Head,Married,Female,Illustrator,None,Christian
17,CherryChestnut Drive,Cameron,Hamilton,66,Husband,Married,Male,"Engineer, electrical",None,Christian
17,CherryChestnut Drive,Dylan,Hamilton,28,Son,Single,Male,Press sub,None,Christian
17,CherryChestnut Drive,Jasmine,Hamilton,25,Daughter,Single,Female,Tax inspector,None,Christian
18,CherryChestnut Drive,Jodie,Davis,75,Head,Divorced,Female,"Retired Production assistant, radio",None,Christian
18,CherryChestnut Drive,Gareth,Davis,41,Son,Single,Male,Radio broadcast assistant,None,None
18,CherryChestnut Drive,Olivia,Davis,38,Daughter,Single,Female,Writer,None,Christian
18,CherryChestnut Drive,Patrick,Clark,37,Son,Single,Male,Planning and development surveyor,None,None
18,CherryChestnut Drive,Pauline,Hayes,27,Daughter,Single,Female,"Secretary, company",None,Christian
19,CherryChestnut Drive,Jenna,Hall,42,Head,Married,Female,Social worker,None,None
19,CherryChestnut Drive,Douglas,Hall,45,Husband,Married,Male,"Therapist, art",None,None
19,CherryChestnut Drive,Steven,Hall,16,Son,NA,Male,Student,None,NA
20,CherryChestnut Drive,Stacey,Peters,47,Head,Married,Female,"Education officer, environmental",None,Catholic
20,CherryChestnut Drive,Mohammed,Peters,48,Husband,Married,Male,"Pharmacist, community",None,Catholic
20,CherryChestnut Drive,Katherine,Peters,14,Daughter,NA,Female,Student,None,NA
21,CherryChestnut Drive,Vanessa,Hayes,47,Head,Married,Female,Advertising account executive,None,Methodist
21,CherryChestnut Drive,Kenneth,Hayes,48,Husband,Married,Male,Product manager,None,Methodist
21,CherryChestnut Drive,Jodie,Hayes,14,Daughter,NA,Female,Student,None,NA
22,CherryChestnut Drive,Ross,Bibi,51,Head,Divorced,Male,Unemployed,None,Christian
22,CherryChestnut Drive,Georgina,Bibi,12,Daughter,NA,Female,Student,None,NA
22,CherryChestnut Drive,Carolyn,Bibi,9,Daughter,NA,Female,Student,None,NA
22,CherryChestnut Drive,Claire,Bibi,6,Daughter,NA,Female,Student,None,NA
23,CherryChestnut Drive,Colin,Hudson,46,Head,Single,Male,"Investment banker, corporate",None,Christian
23,CherryChestnut Drive,Jean,Hargreaves,28,None,Single,Female,Electrical engineer,None,Christian
23,CherryChestnut Drive,Katie,Harrison,23,None,Single,Female,"Pharmacist, hospital",None,None
24,CherryChestnut Drive,Rita,Holt,52,Head,Married,Female,"Accountant, chartered certified",None,None
24,CherryChestnut Drive,Jordan,Holt,54,Husband,Married,Male,Further education lecturer,None,None
24,CherryChestnut Drive,Gail,Holt,27,Daughter,Divorced,Female,Television production assistant,None,None
25,CherryChestnut Drive,Anne,Smith,44,Head,Married,Female,"Production assistant, television",None,None
25,CherryChestnut Drive,Conor,Smith,52,Husband,Married,Male,"Geologist, wellsite",None,None
26,CherryChestnut Drive,Margaret,Walker,66,Head,Widowed,Female,Unemployed,None,Christian
26,CherryChestnut Drive,Eileen,Walker,26,Daughter,Single,Female,Careers information officer,None,None
26,CherryChestnut Drive,Kate,Walker,26,Daughter,Single,Female,Dispensing optician,None,Christian
27,CherryChestnut Drive,Ruth,Hall,39,Head,Divorced,Female,Catering manager,None,Muslim
28,CherryChestnut Drive,Francis,Walker,54,Head,Single,Male,Clinical biochemist,None,None
29,CherryChestnut Drive,Jamie,Jones,25,Head,Married,Male,Warehouse manager,None,None
29,CherryChestnut Drive,Rosie,Jones,19,Wife,Married,Female,University Student,None,None
30,CherryChestnut Drive,William,Rose,41,Head,Single,Male,Private music teacher,None,Christian
31,CherryChestnut Drive,Charlie,Reynolds,31,Head,Married,Male,Retail banker,None,Methodist
31,CherryChestnut Drive,Dorothy,Reynolds-Smith,36,Wife,Married,Female,Rural practice surveyor,None,None
31,CherryChestnut Drive,David,Reynolds-Smith,3,Son,NA,Male,Child,None,NA
32,CherryChestnut Drive,Donna,Smith,34,Head,Married,Female,Toxicologist,None,None
32,CherryChestnut Drive,Josh,Smith,39,Husband,Married,Male,Investment analyst,None,None
32,CherryChestnut Drive,Jamie,Smith,0,Son,NA,Male,Child,None,NA
33,CherryChestnut Drive,Tracy,Wilkinson,39,Head,Married,Female,Arts development officer,None,None
33,CherryChestnut Drive,Duncan,Wilkinson,38,Husband,Married,Male,"Engineer, petroleum",None,None
33,CherryChestnut Drive,Victor,Wilkinson,18,Son,Single,Male,Student,None,None
34,CherryChestnut Drive,Henry,Fleming,62,Head,Married,Male,Diplomatic Services operational officer,None,Christian
34,CherryChestnut Drive,Eleanor,Fleming,60,Wife,Married,Female,Unemployed,None,None
34,CherryChestnut Drive,Katy,Fleming,24,Daughter,Single,Female,Local government officer,None,Christian
34,CherryChestnut Drive,Simon,Fleming,20,Son,Single,Male,University Student,None,Christian
35,CherryChestnut Drive,Denise,Ryan,39,Head,Married,Female,Unemployed,None,None
35,CherryChestnut Drive,Alex,Ryan,39,Husband,Married,Male,Legal secretary,None,None
35,CherryChestnut Drive,Gerald,Ryan,7,Son,NA,Male,Student,None,NA
35,CherryChestnut Drive,Gail,Ryan,4,Daughter,NA,Female,Child,None,NA
35,CherryChestnut Drive,Neil,White,46,Lodger,Single,Male,"Teacher, secondary school",None,None
36,CherryChestnut Drive,Gillian,Hunter,31,Head,Married,Female,Dancer,None,None
36,CherryChestnut Drive,Philip,Hunter,32,Husband,Married,Male,Unemployed,None,None
36,CherryChestnut Drive,Christian,Hunter,15,Son,NA,Male,Student,None,NA
36,CherryChestnut Drive,Kirsty,Hunter,13,Daughter,NA,Female,Student,None,NA
37,CherryChestnut Drive,Heather,Kirk,50,Head,Married,Female,Social researcher,None,None
37,CherryChestnut Drive,Roy,Kirk-Hartley,55,Husband,Married,Male,"Doctor, hospital",None,None
37,CherryChestnut Drive,Antony,Kirk-Hartley,9,Son,NA,Male,Student,None,NA
38,CherryChestnut Drive,Tracy,Austin,33,Head,Married,Female,"Designer, multimedia",None,Christian
38,CherryChestnut Drive,Denis,Austin,36,Husband,Married,Male,"Scientist, marine",None,Christian
38,CherryChestnut Drive,Joseph,Austin,7,Son,NA,Male,Student,None,NA
38,CherryChestnut Drive,Elliot,Austin,4,Son,NA,Male,Child,None,NA
39,CherryChestnut Drive,Megan,Lewis,42,Head,Divorced,Female,"Engineer, electronics",None,None
39,CherryChestnut Drive,Mathew,Lewis,15,Son,NA,Male,Student,None,NA
39,CherryChestnut Drive,Joel,Lewis,13,Son,NA,Male,Student,None,NA
40,CherryChestnut Drive,Eric,Ward,53,Head,Single,Male,"Psychologist, forensic",None,Christian
41,CherryChestnut Drive,Victoria,Edwards,54,Head,Married,Female,Unemployed,None,Christian
41,CherryChestnut Drive,Timothy,Edwards,57,Husband,Married,Male,Health and safety adviser,None,Christian
41,CherryChestnut Drive,Brett,Edwards,23,Son,Single,Male,"Programme researcher, broadcasting/film/video",None,None
41,CherryChestnut Drive,Natalie,Edwards,23,Daughter,Divorced,Female,"Designer, industrial/product",None,Christian
41,CherryChestnut Drive,Leigh,Edwards,2,Son,NA,Male,Child,None,NA
42,CherryChestnut Drive,Jasmine,Evans,64,Head,Married,Female,"Nurse, learning disability",None,Catholic
42,CherryChestnut Drive,Andrew,Evans,66,Husband,Married,Male,Sports development officer,None,Catholic
42,CherryChestnut Drive,Henry,Evans,31,Son,Single,Male,"Surveyor, building control",None,None
43,CherryChestnut Drive,Melissa,Young,66,Head,Married,Female,Building surveyor,None,Catholic
43,CherryChestnut Drive,Arthur,Young-Ryan,67,Husband,Married,Male,Colour technologist,None,Catholic
43,CherryChestnut Drive,Linda,Young-Ryan,38,Daughter,Divorced,Female,"Teacher, secondary school",None,Catholic
44,CherryChestnut Drive,Frances,Bailey,52,Head,Married,Female,Veterinary surgeon,None,Methodist
44,CherryChestnut Drive,Martyn,Bailey,56,Husband,Married,Male,Information systems manager,None,Methodist
44,CherryChestnut Drive,Raymond,Burgess-Bailey,28,Son,Single,Male,Visual merchandiser,None,Methodist
44,CherryChestnut Drive,Josh,Burgess-Bailey,27,Son,Divorced,Male,Economist,None,None
45,CherryChestnut Drive,Jennifer,Fowler,49,Head,Married,Female,"Administrator, education",None,Methodist
45,CherryChestnut Drive,Glenn,Fowler,50,Husband,Married,Male,Radiation protection practitioner,None,Methodist
45,CherryChestnut Drive,Sheila,Fowler,25,Daughter,Single,Female,Radio producer,None,Methodist
46,CherryChestnut Drive,Michelle,Hughes,60,Head,Married,Female,Leisure centre manager,None,None
46,CherryChestnut Drive,Joel,Hughes,62,Husband,Married,Male,"Designer, jewellery",None,None
46,CherryChestnut Drive,Gary,Hughes,32,Son,Single,Male,Chief Marketing Officer,None,None
46,CherryChestnut Drive,Vanessa,Hughes,31,Daughter,Single,Female,Trade mark attorney,None,None
46,CherryChestnut Drive,Mary,Hughes,31,Daughter,Divorced,Female,Heritage manager,None,None
47,CherryChestnut Drive,Maureen,Blake,37,Head,Married,Female,"Administrator, charities/voluntary organisations",None,None
47,CherryChestnut Drive,Joshua,Blake,40,Husband,Married,Male,"Surveyor, insurance",None,None
47,CherryChestnut Drive,Dale,Blake,3,Son,NA,Male,Child,None,NA
48,CherryChestnut Drive,Kim,Schofield,33,Head,Married,Female,Armed forces technical officer,None,Catholic
48,CherryChestnut Drive,Joel,Schofield,39,Husband,Married,Male,"Teacher, adult education",None,None
48,CherryChestnut Drive,Jessica,Schofield,3,Daughter,NA,Female,Child,None,NA
48,CherryChestnut Drive,Zoe,Schofield,0,Daughter,NA,Female,Child,None,NA
49,CherryChestnut Drive,Tina,Dyer,77,Head,Married,Female,Retired Biomedical scientist,None,None
49,CherryChestnut Drive,Brett,Dyer,77,Husband,Married,Male,"Retired Psychologist, clinical",None,None
49,CherryChestnut Drive,Beverley,Dyer,38,Daughter,Single,Female,"Geologist, engineering",None,None
49,CherryChestnut Drive,Cheryl,Dyer,38,Daughter,Single,Female,"Surveyor, mining",None,None
49,CherryChestnut Drive,Sandra,Dyer,36,Daughter,Single,Female,"Scientist, research (medical)",None,None
50,CherryChestnut Drive,Duncan,Wright,38,Head,Single,Male,Analytical chemist,None,None
50,CherryChestnut Drive,Holly,Brookes,38,Partner,Single,Female,"Loss adjuster, chartered",None,None
50,CherryChestnut Drive,Gerard,Wright,1,Son,NA,Male,Child,None,NA
51,CherryChestnut Drive,Natalie,Shepherd,38,Head,Single,Female,"Engineer, petroleum",None,Methodist
51,CherryChestnut Drive,Sophie,Reed,38,None,Single,Female,Immunologist,None,Catholic
51,CherryChestnut Drive,Tracey,Taylor,36,None,Single,Female,Chiropodist,None,None
51,CherryChestnut Drive,Norman,Palmer,21,None,Single,Male,University Student,None,Sikh
52,CherryChestnut Drive,Melissa,Hall,45,Head,Single,Female,Patent examiner,None,None
52,CherryChestnut Drive,Stacey,Hall,16,Daughter,NA,Female,Student,None,NA
52,CherryChestnut Drive,Emily,Hall,15,Daughter,NA,Female,Student,None,NA
53,CherryChestnut Drive,Angela,Kelly,62,Head,Single,Female,Animator,None,Methodist
53,CherryChestnut Drive,Liam,Wright,64,Partner,Single,Male,Cabin crew,None,None
53,CherryChestnut Drive,Mark,Kelly,26,Son,Single,Male,"Pharmacist, hospital",None,None
53,CherryChestnut Drive,Eleanor,Kelly,22,Daughter,Widowed,Female,Proofreader,None,Methodist
53,CherryChestnut Drive,Michael,Kelly,15,Son,NA,Male,Student,None,NA
53,CherryChestnut Drive,Paul,Kelly,15,Son,NA,Male,Student,None,NA
54,CherryChestnut Drive,Brandon,Hayes,41,Head,Divorced,Male,"Designer, blown glass/stained glass",None,None
54,CherryChestnut Drive,Rachael,Taylor,24,None,Single,Female,Dietitian,None,Christian
55,CherryChestnut Drive,Clare,Roberts,39,Head,Single,Female,Occupational hygienist,None,Catholic
55,CherryChestnut Drive,Luke,Hawkins,41,Partner,Single,Male,Merchant navy officer,None,Catholic
55,CherryChestnut Drive,Hazel,Roberts,8,Daughter,NA,Female,Student,None,NA
55,CherryChestnut Drive,Dominic,Tucker-Roberts,7,Son,NA,Male,Student,None,NA
56,CherryChestnut Drive,Hayley,Carter,85,Head,Single,Female,Retired Media buyer,None,None
57,CherryChestnut Drive,Nigel,Jones,68,Head,Married,Male,Retired Fashion designer,None,Christian
57,CherryChestnut Drive,Helen,Jones,66,Wife,Married,Female,"Designer, industrial/product",None,Christian
57,CherryChestnut Drive,Bernard,Jones,16,Grandson,NA,Male,Student,None,NA
57,CherryChestnut Drive,Emma,Jones,16,Granddaughter,NA,Female,Student,None,NA
58,CherryChestnut Drive,Adam,Francis,25,Head,Single,Male,Theatre director,None,None
59,CherryChestnut Drive,Josephine,Lawrence,42,Head,Single,Female,Unemployed,None,Methodist
59,CherryChestnut Drive,Dean,Lawrence,15,Son,NA,Male,Student,None,NA
59,CherryChestnut Drive,Aaron,Lawrence,11,Son,NA,Male,Student,None,NA
60,CherryChestnut Drive,Sian,Davies,35,Head,Married,Female,Retail merchandiser,None,Methodist
60,CherryChestnut Drive,Robert,Davies,36,Husband,Married,Male,Theme park manager,None,Methodist
60,CherryChestnut Drive,Sara,Davies,5,Daughter,NA,Female,Student,None,NA
60,CherryChestnut Drive,Frank,Davies,1,Son,NA,Male,Child,None,NA
61,CherryChestnut Drive,Karen,Jones,44,Head,Divorced,Female,Barista,None,None
61,CherryChestnut Drive,Graeme,Brown,51,Lodger,Divorced,Male,"Investment banker, operational",None,Christian
61,CherryChestnut Drive,Anthony,Porter,19,Cousin,Single,Male,Theatre manager,None,Christian
61,CherryChestnut Drive,Stephanie,Coleman,51,Lodger,Divorced,Female,Press photographer,None,Christian
61,CherryChestnut Drive,Henry,Godfrey,24,Sibling,Single,Male,Dentist,None,None
62,CherryChestnut Drive,Kevin,Davies,47,Head,Divorced,Male,Unemployed,None,Catholic
62,CherryChestnut Drive,Marie,Davies,4,Daughter,NA,Female,Child,None,NA
62,CherryChestnut Drive,Joshua,Davies,0,Son,NA,Male,Child,None,NA
63,CherryChestnut Drive,Callum,Gilbert,37,Head,Married,Male,Medical secretary,None,Christian
63,CherryChestnut Drive,Judith,Gilbert,35,Wife,Married,Female,Unemployed,None,Christian
63,CherryChestnut Drive,Jason,Gilbert,10,Son,NA,Male,Student,None,NA
64,CherryChestnut Drive,Mark,Clayton,30,Head,Single,Male,Marine scientist,None,Christian
64,CherryChestnut Drive,Jodie,Lane,30,None,Single,Female,Retail buyer,None,None
65,CherryChestnut Drive,Francesca,Taylor,34,Head,Single,Female,Unemployed,None,None
66,CherryChestnut Drive,Suzanne,Palmer,52,Head,Married,Female,Technical sales engineer,None,Christian
66,CherryChestnut Drive,Ben,Palmer,51,Husband,Married,Male,Orthoptist,None,None
66,CherryChestnut Drive,Brandon,Palmer,28,Son,Single,Male,Information officer,None,Christian
67,CherryChestnut Drive,Maurice,Clark,72,Head,Married,Male,Retired Quantity surveyor,None,None
67,CherryChestnut Drive,Bethan,Clark,73,Wife,Married,Female,Retired Midwife,None,None
68,CherryChestnut Drive,Ruth,Francis,48,Head,Married,Female,Banker,None,None
68,CherryChestnut Drive,Karl,Francis,51,Husband,Married,Male,Estate manager/land agent,None,None
69,CherryChestnut Drive,Hannah,Gill,70,Head,Married,Female,Retired Television camera operator,None,None
69,CherryChestnut Drive,Alex,Gill,73,Husband,Married,Male,Retired Facilities manager,None,None
69,CherryChestnut Drive,Mohammad,Gill,32,Son,Divorced,Male,Unemployed,None,None
1,Mill Gateway,Kathleen,Wilson,52,Head,Single,Female,Chartered management accountant,None,Christian
1,Mill Gateway,Albert,Walters,54,Partner,Single,Male,"Psychotherapist, child",None,Christian
1,Mill Gateway,Alexandra,Wilson,17,Daughter,NA,Female,Student,None,NA
2,Mill Gateway,Irene,Wright,83,Head,Widowed,Female,Retired Public librarian,None,Christian
3,Mill Gateway,Sarah,Cole,33,Head,Married,Female,Chief Marketing Officer,None,None
3,Mill Gateway,Mohammad,Cole,32,Husband,Married,Male,"Teacher, English as a foreign language",None,None
3,Mill Gateway,Bruce,Cole,13,Son,NA,Male,Student,None,NA
3,Mill Gateway,Samuel,Cole,13,Son,NA,Male,Student,None,NA
3,Mill Gateway,Hugh,Cole,13,Son,NA,Male,Student,None,NA
4,Mill Gateway,Annette,Pritchard,54,Head,Married,Female,"Physicist, medical",None,None
4,Mill Gateway,Jacob,Pritchard,55,Husband,Married,Male,Retail merchandiser,None,None
4,Mill Gateway,Maria,Pritchard,25,Daughter,Divorced,Female,Immunologist,None,None
5,Mill Gateway,Jenna,Miller,72,Head,Widowed,Female,Retired Conference centre manager,None,Christian
5,Mill Gateway,Emma,Miller,14,Granddaughter,NA,Female,Student,None,NA
1,ExcaliburBellsby Drive,Chelsea,Khan,36,Head,Divorced,Female,Unemployed,None,Catholic
1,ExcaliburBellsby Drive,Leon,Khan,3,Son,NA,Male,Child,None,NA
1,ExcaliburBellsby Drive,Vanessa,Khan,1,Daughter,NA,Female,Child,None,NA
2,ExcaliburBellsby Drive,Brenda,Wood,26,Head,Single,Female,"Scientist, marine",None,Christian
2,ExcaliburBellsby Drive,Garry,Francis,50,None,Single,Male,Multimedia specialist,None,None
2,ExcaliburBellsby Drive,Jessica,Williams,31,None,Single,Female,Unemployed,None,None
2,ExcaliburBellsby Drive,Ronald,O'Neill,39,None,Single,Male,Clinical biochemist,None,Catholic
3,ExcaliburBellsby Drive,Nicola,Frost,27,Head,Married,Female,Media buyer,None,None
3,ExcaliburBellsby Drive,Samuel,Frost,34,Husband,Married,Male,Therapeutic radiographer,None,None
3,ExcaliburBellsby Drive,Jason,Harper,59,Lodger,Single,Male,Insurance risk surveyor,None,Christian
3,ExcaliburBellsby Drive,Deborah,Browne,21,Lodger,Single,Female,University Student,None,Methodist
3,ExcaliburBellsby Drive,Debra,Oliver,57,Sibling,Single,Female,Catering manager,None,Methodist
4,ExcaliburBellsby Drive,Lucy,Parry,55,Head,Single,Female,Health promotion specialist,None,Methodist
4,ExcaliburBellsby Drive,Anna,Parry,19,Daughter,Single,Female,Planning and development surveyor,None,Methodist
4,ExcaliburBellsby Drive,Karl,Parry,16,Son,NA,Male,Student,None,NA
4,ExcaliburBellsby Drive,Melanie,Parry,13,Daughter,NA,Female,Student,None,NA
4,ExcaliburBellsby Drive,Joanna,Parry,9,Daughter,NA,Female,Student,None,NA
5,ExcaliburBellsby Drive,Shirley,Pearson,39,Head,Married,Female,Unemployed,None,Methodist
5,ExcaliburBellsby Drive,Gregory,Pearson,41,Husband,Married,Male,Chief Financial Officer,None,None
5,ExcaliburBellsby Drive,Karl,Pearson,15,Step-Son,NA,Male,Student,None,NA
5,ExcaliburBellsby Drive,Owen,Pearson,11,Step-Son,NA,Male,Student,None,NA
5,ExcaliburBellsby Drive,Adam,Pearson,7,Step-Son,NA,Male,Student,None,NA
6,ExcaliburBellsby Drive,Tony,Pollard,65,Head,Widowed,Male,"Editor, commissioning",Physical Disability,None
6,ExcaliburBellsby Drive,Nigel,Pollard,48,Son,Single,Male,Geophysicist/field seismologist,None,None
6,ExcaliburBellsby Drive,Lydia,Pollard,46,Daughter,Single,Female,Commercial horticulturist,None,None
6,ExcaliburBellsby Drive,Kimberley,Pollard,46,Daughter,Single,Female,Travel agency manager,None,None
6,ExcaliburBellsby Drive,Joseph,Pollard,45,Son,Single,Male,Research scientist (physical sciences),None,None
7,ExcaliburBellsby Drive,Joan,Brown,48,Head,Married,Female,Educational psychologist,None,Methodist
7,ExcaliburBellsby Drive,Frank,Brown,47,Husband,Married,Male,Customer service manager,None,Methodist
7,ExcaliburBellsby Drive,Kirsty,Brown,13,Adopted Daughter,NA,Female,Student,None,NA
7,ExcaliburBellsby Drive,Trevor,Brown,10,Son,NA,Male,Student,None,NA
8,ExcaliburBellsby Drive,Debra,Perry,49,Head,Divorced,Female,Unemployed,None,None
8,ExcaliburBellsby Drive,Henry,Perry,8,Son,NA,Male,Student,None,NA
8,ExcaliburBellsby Drive,Gregory,Perry,8,Son,NA,Male,Student,None,NA
9,ExcaliburBellsby Drive,Marilyn,Dennis,20,Head,Single,Female,University Student,None,Christian
9,ExcaliburBellsby Drive,Maurice,Lamb,20,None,Single,Male,University Student,None,Muslim
9,ExcaliburBellsby Drive,Amelia,Burns,20,None,Single,Female,University Student,None,Catholic
10,ExcaliburBellsby Drive,Wayne,Smith,37,Head,Married,Male,Television production assistant,None,None
10,ExcaliburBellsby Drive,Valerie,Smith,34,Wife,Married,Female,Insurance risk surveyor,None,None
10,ExcaliburBellsby Drive,Abdul,Smith,6,Son,NA,Male,Student,None,NA
